Date,Invoice No,Product Name,Category,Batch No,Expiry Date,Quantity,Unit Price,Total Sales,Distributor,City,Branch,Sales Rep,Payment Status
2025-12-11 00:00:00,INV-6536,Paracetamol 500mg,Syrup,B-42,2025-06-08,361,70.33,25389.13,Care Distributors,Ahmedabad,Branch B,Raj,Paid
2025-08-31 00:00:00,INV-6524,Paracetamol 500mg,Tablet,B-16,2025-03-02,440,25.95,11418.0,Care Distributors,Ahmedabad,Branch A,Raj,Partial
,INV-6558,Cough Syrup,Capsule,B-32,2025-03-25,351,4.62,1621.6200000000001,HealthPlus,Vadodara,Branch B,Neha,
2025-05-13 00:00:00,INV-2784,Ibuprofen 400mg,Capsule,B-46,2025-12-13,182,32.21,5862.22,ABC Pharma,Ahmedabad,Branch B,Raj,Paid
2025-06-14 00:00:00,INV-1358,Cough Syrup,Tablet,B-36,2025-02-05,518,85.03,,HealthPlus,Vadodara,Branch A,Neha,Partial
2025-06-06 00:00:00,INV-4610,Paracetamol 500mg,Tablet,B-20,2025-03-06,721,20.74,14953.539999999999,Medico Supplies,Ahmedabad,Branch B,Priya,Pending
2025-11-14 00:00:00,INV-4898,Ibuprofen 400mg,Syrup,B-11,2025-10-17,808,80.81,65294.48,HealthPlus,Vadodara,Branch B,Raj,
2025-05-24 00:00:00,INV-5697,Cough Syrup,Syrup,B-33,2025-08-07,646,17.98,11615.08,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-03-15 00:00:00,INV-7466,Paracetamol 500mg,Tablet,B-39,2025-05-06,500,12.7,6350.0,HealthPlus,Vadodara,Branch B,Raj,Partial
2025-08-06 00:00:00,INV-9588,Azithromycin 250mg,Tablet,B-37,2025-01-14,649,89.09,57819.41,HealthPlus,Ahmedabad,Branch A,Priya,Pending
2025-12-28 00:00:00,INV-2397,Ibuprofen 400mg,Capsule,B-41,2025-01-12,550,55.4,30470.0,ABC Pharma,Vadodara,Branch B,Priya,Partial
2025-09-19 00:00:00,INV-1730,Cough Syrup,Syrup,B-47,2025-09-17,184,74.02,13619.679999999998,ABC Pharma,Ahmedabad,Branch A,Amit,Partial
2025-01-17 00:00:00,INV-1472,Paracetamol 500mg,Capsule,B-50,2025-06-24,137,5.45,746.65,HealthPlus,Ahmedabad,Branch B,Raj,Paid
2025-03-26 00:00:00,INV-1533,Cough Syrup,Tablet,B-29,2025-08-23,322,70.76,22784.72,Medico Supplies,Vadodara,Branch A,Priya,
2025-02-04 00:00:00,INV-6481,Vitamin D Capsules,Capsule,B-32,2025-04-19,354,37.37,13228.98,HealthPlus,Vadodara,Branch A,Raj,Pending
2025-01-11 00:00:00,INV-7666,Vitamin D Capsules,Tablet,B-5,2025-02-08,923,30.06,27745.379999999997,HealthPlus,Vadodara,Branch A,Raj,Partial
2025-06-24 00:00:00,INV-6592,Azithromycin 250mg,Tablet,B-48,2025-01-23,605,22.77,13775.85,HealthPlus,Vadodara,Branch B,Amit,
2025-11-12 00:00:00,INV-4632,Cough Syrup,Capsule,B-50,2025-03-22,912,92.45,84314.40000000001,Medico Supplies,Ahmedabad,Branch A,Neha,
2025-04-30 00:00:00,INV-7940,Ibuprofen 400mg,Capsule,B-10,2025-10-20,411,95.23,39139.53,Care Distributors,Vadodara,Branch B,Neha,Partial
2025-05-28 00:00:00,INV-9037,Cough Syrup,Tablet,B-39,2025-08-26,659,1.65,1087.35,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-04-18 00:00:00,INV-7114,Ibuprofen 400mg,Tablet,B-23,2025-05-08,948,82.61,78314.28,Care Distributors,Ahmedabad,Branch B,Neha,Pending
2025-02-19 00:00:00,INV-7174,Cough Syrup,Capsule,B-46,2025-01-21,916,93.69,85820.04,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-10-13 00:00:00,INV-4649,Ibuprofen 400mg,Tablet,B-27,2025-06-23,421,78.74,33149.54,Medico Supplies,Ahmedabad,Branch B,Amit,
2025-09-23 00:00:00,INV-9970,Cough Syrup,Tablet,B-38,2025-02-23,504,23.9,12045.599999999999,Care Distributors,Vadodara,Branch B,Priya,Partial
2025-06-23 00:00:00,INV-8006,Vitamin D Capsules,Tablet,B-34,2025-09-19,209,29.87,6242.83,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-12-05 00:00:00,INV-7222,Azithromycin 250mg,Capsule,B-12,2025-12-10,847,94.9,80380.3,Medico Supplies,Vadodara,Branch B,Raj,Paid
2025-05-16 00:00:00,INV-1900,Ibuprofen 400mg,Tablet,B-9,2025-07-04,510,35.05,17875.5,Medico Supplies,Ahmedabad,Branch B,Neha,Pending
2025-01-05 00:00:00,INV-5574,Azithromycin 250mg,Tablet,B-41,2025-03-23,575,32.26,18549.5,ABC Pharma,Ahmedabad,Branch B,Raj,
2025-09-04 00:00:00,INV-6210,Ibuprofen 400mg,Tablet,B-12,2025-10-02,100,56.81,5681.0,HealthPlus,Ahmedabad,Branch A,Amit,
2025-10-06 00:00:00,INV-4526,Paracetamol 500mg,Tablet,B-8,2025-10-05,880,96.05,84524.0,ABC Pharma,Vadodara,Branch B,Amit,Partial
2025-01-20 00:00:00,INV-1885,Paracetamol 500mg,Syrup,B-48,2025-11-29,269,38.99,10488.310000000001,Care Distributors,Vadodara,Branch A,Amit,Paid
2025-03-01 00:00:00,INV-3548,Azithromycin 250mg,Capsule,B-6,2025-06-20,430,40.67,17488.100000000002,Care Distributors,Ahmedabad,Branch A,Priya,Pending
2025-07-18 00:00:00,INV-2065,Cough Syrup,Capsule,B-34,2025-06-25,943,69.98,65991.14,HealthPlus,Ahmedabad,Branch B,Raj,Pending
2025-04-04 00:00:00,INV-4362,Ibuprofen 400mg,Capsule,B-41,2025-05-25,359,61.69,22146.71,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-08-02 00:00:00,INV-7522,Azithromycin 250mg,Tablet,B-5,2025-04-26,650,99.65,64772.50000000001,Medico Supplies,Vadodara,Branch A,Neha,Pending
2025-08-22 00:00:00,INV-2920,Vitamin D Capsules,Syrup,B-25,2025-12-23,326,30.75,10024.5,Care Distributors,Ahmedabad,Branch A,Neha,Paid
2025-08-20 00:00:00,INV-2992,Azithromycin 250mg,Tablet,B-29,2025-04-19,780,77.82,60699.59999999999,ABC Pharma,Ahmedabad,Branch B,Amit,
2025-02-15 00:00:00,INV-9021,Azithromycin 250mg,Syrup,B-1,2025-05-28,443,35.53,15739.79,HealthPlus,Ahmedabad,Branch B,Amit,Pending
2025-03-29 00:00:00,INV-9881,Vitamin D Capsules,Syrup,B-50,2025-04-06,606,19.49,11810.939999999999,HealthPlus,Ahmedabad,Branch B,Amit,
2025-11-09 00:00:00,INV-9454,Paracetamol 500mg,Syrup,B-35,2025-01-07,856,14.33,12266.48,HealthPlus,Vadodara,Branch A,Raj,
2025-07-10 00:00:00,INV-9745,Ibuprofen 400mg,Tablet,B-5,2025-06-04,143,82.54,11803.220000000001,Care Distributors,Ahmedabad,Branch A,Amit,
2025-07-25 00:00:00,INV-4723,Azithromycin 250mg,Capsule,B-49,2025-10-30,697,36.99,25782.030000000002,HealthPlus,Vadodara,Branch A,Raj,Paid
2025-01-21 00:00:00,INV-5373,Azithromycin 250mg,Tablet,B-26,2025-05-07,887,92.81,82322.47,ABC Pharma,Vadodara,Branch A,Priya,
2025-08-22 00:00:00,INV-3669,Vitamin D Capsules,Tablet,B-20,2025-06-15,357,6.73,2402.61,Care Distributors,Vadodara,Branch B,Neha,
2025-07-01 00:00:00,INV-3468,Paracetamol 500mg,Syrup,B-42,2025-12-04,768,96.28,73943.04000000001,Medico Supplies,Vadodara,Branch B,Amit,
2025-04-15 00:00:00,INV-1997,Azithromycin 250mg,Syrup,B-18,2025-07-30,384,17.81,6839.039999999999,ABC Pharma,Vadodara,Branch B,Neha,Partial
2025-04-29 00:00:00,INV-7648,paracetamol 500mg,Syrup,B-10,2025-08-30,432,78.44,33886.08,ABC Pharma,Ahmedabad,Branch B,Amit,Pending
2025-08-11 00:00:00,INV-1470,Cough Syrup,Tablet,B-27,2025-05-02,21,7.95,166.95000000000002,Care Distributors,Ahmedabad,Branch A,Raj,Pending
2025-09-08 00:00:00,INV-2537,Azithromycin 250mg,Syrup,B-43,2025-01-18,280,2.94,823.1999999999999,HealthPlus,Vadodara,Branch B,Amit,
2025-09-05 00:00:00,INV-5378,Azithromycin 250mg,Capsule,B-21,2025-08-18,863,74.68,64448.840000000004,ABC Pharma,Vadodara,Branch A,Neha,
2025-09-23 00:00:00,INV-5688,Ibuprofen 400mg,Capsule,B-30,2025-08-28,345,20.75,7158.75,HealthPlus,Ahmedabad,Branch A,Priya,Pending
2025-09-15 00:00:00,INV-9704,Cough Syrup,Capsule,B-20,2025-07-17,900,41.69,,Medico Supplies,Vadodara,Branch B,Raj,Paid
2025-12-01 00:00:00,INV-8151,Paracetamol 500mg,Syrup,B-3,2025-11-28,371,80.91,30017.609999999997,Care Distributors,Vadodara,Branch B,Neha,Paid
2025-02-05 00:00:00,INV-1269,Paracetamol 500mg,Tablet,B-10,2025-11-13,191,64.09,12241.19,Medico Supplies,Vadodara,Branch A,Amit,
2025-09-02 00:00:00,INV-4151,Vitamin D Capsules,Capsule,B-26,2025-07-30,84,65.57,5507.879999999999,Medico Supplies,Vadodara,Branch A,Priya,Paid
2025-05-19 00:00:00,INV-6955,Vitamin D Capsules,Capsule,B-21,2025-03-10,475,24.83,11794.25,HealthPlus,Ahmedabad,Branch A,Raj,Paid
2025-10-06 00:00:00,INV-9837,Cough Syrup,Capsule,B-14,2025-04-28,574,38.78,22259.72,HealthPlus,Vadodara,Branch A,Raj,Partial
2025-06-15 00:00:00,INV-9073,Vitamin D Capsules,Capsule,B-40,2025-10-10,459,74.91,34383.689999999995,ABC Pharma,Ahmedabad,Branch B,Priya,Pending
2025-10-25 00:00:00,INV-1842,Vitamin D Capsules,Syrup,B-20,2025-06-03,323,51.36,16589.28,Medico Supplies,Ahmedabad,Branch B,Amit,Pending
2025-09-03 00:00:00,INV-8823,Cough Syrup,Tablet,B-9,2025-10-23,283,93.58,26483.14,HealthPlus,Ahmedabad,Branch B,Amit,Partial
2025-04-27 00:00:00,INV-8433,Ibuprofen 400mg,Syrup,B-34,2025-07-18,476,5.85,2784.6,ABC Pharma,Ahmedabad,Branch B,Raj,Pending
2025-08-02 00:00:00,INV-5154,Cough Syrup,Capsule,B-20,2025-02-27,767,94.84,72742.28,Care Distributors,Vadodara,Branch B,Raj,Partial
2025-09-28 00:00:00,INV-6548,Azithromycin 250mg,Capsule,B-14,2025-02-06,142,61.93,8794.06,Medico Supplies,Ahmedabad,Branch B,Priya,Partial
2025-01-30 00:00:00,INV-7027,Paracetamol 500mg,Capsule,B-16,2025-05-25,965,25.14,24260.100000000002,ABC Pharma,Vadodara,Branch A,Priya,
2025-03-12 00:00:00,INV-3888,Azithromycin 250mg,Tablet,B-13,2025-03-12,283,23.59,6675.97,HealthPlus,Vadodara,Branch A,Neha,
2025-02-20 00:00:00,INV-1014,Cough Syrup,Tablet,B-48,2025-05-13,304,1.48,449.92,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-02-21 00:00:00,INV-8435,Ibuprofen 400mg,Tablet,B-29,2025-11-28,403,13.91,5605.7300000000005,Care Distributors,Vadodara,Branch B,Neha,
,INV-7439,Cough Syrup,Capsule,B-5,2025-11-13,801,69.03,55293.03,HealthPlus,Ahmedabad,Branch A,Amit,
2025-10-10 00:00:00,INV-9523,Azithromycin 250mg,Tablet,B-46,2025-07-14,277,79.32,21971.64,Care Distributors,Vadodara,Branch A,Amit,Paid
2025-07-12 00:00:00,INV-7815,Paracetamol 500mg,Capsule,B-35,2025-01-03,912,20.53,18723.36,HealthPlus,Ahmedabad,Branch B,Raj,
2025-09-30 00:00:00,INV-2154,Cough Syrup,Capsule,B-20,2025-12-14,784,60.79,47659.36,HealthPlus,Vadodara,Branch B,Neha,Paid
2025-07-17 00:00:00,INV-7349,Vitamin D Capsules,Tablet,B-36,2025-08-15,522,32.6,17017.2,Medico Supplies,Ahmedabad,Branch A,Amit,Pending
2025-11-16 00:00:00,INV-8790,Azithromycin 250mg,Capsule,B-14,2025-05-18,679,4.5,3055.5,Care Distributors,Ahmedabad,Branch B,Amit,Pending
2025-05-26 00:00:00,INV-6892,Paracetamol 500mg,Tablet,B-47,2025-05-23,125,41.0,5125.0,Medico Supplies,Vadodara,Branch B,Raj,Partial
2025-01-22 00:00:00,INV-1742,Vitamin D Capsules,Syrup,B-12,2025-04-26,636,10.93,6951.48,Medico Supplies,Vadodara,Branch A,Priya,
2025-11-15 00:00:00,INV-6510,Paracetamol 500mg,Tablet,B-3,2025-11-12,809,73.16,59186.439999999995,Medico Supplies,Ahmedabad,Branch A,Priya,Paid
2025-12-12 00:00:00,INV-2755,Cough Syrup,Syrup,B-20,2025-04-07,229,12.54,2871.66,ABC Pharma,Ahmedabad,Branch A,Priya,Partial
2025-02-18 00:00:00,INV-2522,Paracetamol 500mg,Tablet,B-9,2025-09-12,505,93.16,47045.799999999996,Care Distributors,Vadodara,Branch B,Priya,Pending
2025-12-04 00:00:00,INV-5396,Vitamin D Capsules,Tablet,B-18,2025-06-14,509,37.77,19224.93,Care Distributors,Vadodara,Branch B,Raj,Pending
2025-07-11 00:00:00,INV-4718,Cough Syrup,Syrup,B-5,2025-06-13,417,53.45,22288.65,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-10-22 00:00:00,INV-3677,Cough Syrup,Tablet,B-29,2025-08-11,939,6.32,5934.4800000000005,Medico Supplies,Ahmedabad,Branch B,Neha,
2025-06-10 00:00:00,INV-2368,Cough Syrup,Syrup,B-24,2025-05-18,945,83.97,79351.65,Care Distributors,Ahmedabad,Branch B,Priya,
2025-05-17 00:00:00,INV-6607,Ibuprofen 400mg,Syrup,B-10,2025-05-23,3,30.5,91.5,HealthPlus,Ahmedabad,Branch A,Neha,Paid
2025-10-10 00:00:00,INV-4529,Ibuprofen 400mg,Syrup,B-27,2025-02-11,18,60.88,1095.8400000000001,ABC Pharma,Vadodara,Branch A,Raj,Pending
2025-07-09 00:00:00,INV-2175,Vitamin D Capsules,Syrup,B-47,2025-05-27,159,46.27,7356.93,Care Distributors,Ahmedabad,Branch B,Neha,
2025-05-01 00:00:00,INV-2451,Ibuprofen 400mg,Tablet,B-43,2025-10-04,392,93.3,36573.6,Care Distributors,Vadodara,Branch A,Raj,Paid
2025-06-28 00:00:00,INV-9133,Vitamin D Capsules,Tablet,B-39,2025-07-05,883,52.87,46684.21,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-09-03 00:00:00,INV-3146,Vitamin D Capsules,Tablet,B-48,2025-04-24,653,97.91,63935.229999999996,Care Distributors,Ahmedabad,Branch A,Priya,Pending
2025-10-22 00:00:00,INV-4481,Cough Syrup,Syrup,B-4,2025-10-01,821,74.83,,Medico Supplies,Ahmedabad,Branch A,Priya,Partial
2025-12-13 00:00:00,INV-1110,Azithromycin 250mg,Syrup,B-27,2025-03-07,719,92.36,66406.84,Medico Supplies,Vadodara,Branch A,Amit,Paid
2025-01-26 00:00:00,INV-7107,Paracetamol 500mg,Capsule,B-29,2025-10-23,513,8.19,4201.469999999999,Medico Supplies,Ahmedabad,Branch A,Priya,
2025-07-04 00:00:00,INV-3897,Vitamin D Capsules,Capsule,B-2,2025-09-13,271,91.47,,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-02-02 00:00:00,INV-2612,Azithromycin 250mg,Syrup,B-34,2025-03-12,84,62.84,5278.56,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-04-07 00:00:00,INV-1080,Vitamin D Capsules,Tablet,B-16,2025-03-18,434,62.61,27172.739999999998,Care Distributors,Vadodara,Branch B,Priya,Pending
2025-08-11 00:00:00,INV-6806,Cough Syrup,Capsule,B-31,2025-06-27,188,51.12,9610.56,Care Distributors,Vadodara,Branch A,Raj,Partial
2025-07-22 00:00:00,INV-3436,Ibuprofen 400mg,Syrup,B-31,2025-11-25,401,3.93,1575.93,ABC Pharma,Ahmedabad,Branch B,Priya,
2025-10-20 00:00:00,INV-3021,Paracetamol 500mg,Tablet,B-41,2025-08-30,771,9.58,7386.18,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-12-28 00:00:00,INV-2099,Cough Syrup,Capsule,B-7,2025-02-18,649,16.29,10572.21,ABC Pharma,Ahmedabad,Branch A,Neha,Pending
2025-03-25 00:00:00,INV-2716,Ibuprofen 400mg,Tablet,B-27,2025-06-05,580,4.73,2743.4,Care Distributors,Vadodara,Branch A,Neha,
2025-11-22 00:00:00,INV-4512,Vitamin D Capsules,Capsule,B-15,2025-07-22,219,35.14,7695.66,HealthPlus,Ahmedabad,Branch B,Amit,Partial
2025-07-02 00:00:00,INV-6009,Ibuprofen 400mg,Capsule,B-36,2025-02-06,540,7.14,,HealthPlus,Vadodara,Branch A,Priya,
2025-01-18 00:00:00,INV-4302,Cough Syrup,Syrup,B-34,2025-04-01,874,48.45,42345.3,Care Distributors,Ahmedabad,Branch B,Raj,Paid
2025-05-14 00:00:00,INV-9722,Vitamin D Capsules,Capsule,B-9,2025-09-01,241,21.74,5239.339999999999,Care Distributors,Vadodara,Branch A,Priya,Pending
2025-11-06 00:00:00,INV-2072,Azithromycin 250mg,Capsule,B-50,2026-01-01,716,90.69,64934.04,ABC Pharma,Vadodara,Branch A,Raj,Pending
2025-05-03 00:00:00,INV-7790,Paracetamol 500mg,Syrup,B-29,2025-07-22,820,32.91,,ABC Pharma,Ahmedabad,Branch B,Neha,Paid
2025-04-04 00:00:00,INV-4268,Azithromycin 250mg,Capsule,B-1,2025-02-12,690,87.73,60533.700000000004,Medico Supplies,Ahmedabad,Branch B,Amit,Pending
,INV-4435,Cough Syrup,Tablet,B-34,2025-01-18,951,24.23,23042.73,ABC Pharma,Ahmedabad,Branch A,Raj,
2025-12-01 00:00:00,INV-7206,Azithromycin 250mg,Capsule,B-35,2025-02-05,51,69.79,3559.2900000000004,HealthPlus,Ahmedabad,Branch B,Priya,Pending
2025-05-17 00:00:00,INV-1854,Ibuprofen 400mg,Syrup,B-4,2025-09-26,356,48.93,17419.079999999998,Care Distributors,Ahmedabad,Branch B,Amit,Partial
2025-10-03 00:00:00,INV-3015,Paracetamol 500mg,Tablet,B-1,2025-11-28,336,89.98,30233.280000000002,HealthPlus,Vadodara,Branch B,Raj,
2025-02-20 00:00:00,INV-1688,Azithromycin 250mg,Capsule,B-38,2025-01-22,787,10.57,8318.59,Care Distributors,Ahmedabad,Branch B,Raj,Pending
2025-06-04 00:00:00,INV-3052,Vitamin D Capsules,Capsule,B-2,2025-07-27,849,56.37,47858.13,HealthPlus,Ahmedabad,Branch B,Priya,
2025-11-09 00:00:00,INV-2527,Paracetamol 500mg,Capsule,B-50,2025-01-04,844,10.57,8921.08,Care Distributors,Vadodara,Branch A,Amit,Pending
2025-05-28 00:00:00,INV-6561,Ibuprofen 400mg,Syrup,B-24,2025-07-19,269,47.01,12645.689999999999,Care Distributors,Ahmedabad,Branch A,Priya,Paid
2025-10-18 00:00:00,INV-1358,Azithromycin 250mg,Tablet,B-18,2025-06-04,82,8.16,,HealthPlus,Vadodara,Branch A,Priya,Partial
2025-04-06 00:00:00,INV-1531,Cough Syrup,Tablet,B-35,2025-02-07,641,64.15,41120.15,Medico Supplies,Vadodara,Branch B,Raj,Partial
2025-09-11 00:00:00,INV-2603,Paracetamol 500mg,Tablet,B-46,2025-03-20,444,79.86,35457.84,HealthPlus,Ahmedabad,Branch B,Amit,Partial
2025-10-01 00:00:00,INV-8695,Cough Syrup,Syrup,B-3,2025-08-16,682,3.86,2632.52,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-02-04 00:00:00,INV-6750,Azithromycin 250mg,Tablet,B-33,2025-10-07,644,9.51,6124.44,Medico Supplies,Ahmedabad,Branch B,Amit,Pending
2025-02-14 00:00:00,INV-1814,Paracetamol 500mg,Syrup,B-33,2025-07-16,859,98.26,84405.34000000001,Medico Supplies,Vadodara,Branch A,Neha,
2025-02-22 00:00:00,INV-5380,Cough Syrup,Syrup,B-47,2025-05-22,759,89.87,68211.33,Care Distributors,Ahmedabad,Branch B,Raj,Paid
2025-04-09 00:00:00,INV-5130,Azithromycin 250mg,Syrup,B-11,2025-10-10,849,1.25,1061.25,ABC Pharma,Vadodara,Branch B,Raj,
2025-04-21 00:00:00,INV-2567,Ibuprofen 400mg,Tablet,B-30,2025-01-20,286,68.86,19693.96,ABC Pharma,Vadodara,Branch B,Neha,Partial
2025-04-23 00:00:00,INV-5136,Ibuprofen 400mg,Tablet,B-13,2025-04-30,647,19.22,12435.34,Care Distributors,Vadodara,Branch A,Raj,Pending
2025-07-23 00:00:00,INV-9340,Azithromycin 250mg,Syrup,B-46,2025-02-06,640,55.92,35788.8,HealthPlus,Ahmedabad,Branch B,Amit,
2025-08-15 00:00:00,INV-2182,Cough Syrup,Syrup,B-44,2025-12-31,759,19.4,14724.599999999999,ABC Pharma,Ahmedabad,Branch B,Amit,Partial
2025-08-18 00:00:00,INV-8040,Vitamin D Capsules,Tablet,B-24,2025-08-30,293,75.84,22221.120000000003,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-12-24 00:00:00,INV-1344,Paracetamol 500mg,Tablet,B-25,2025-01-07,442,78.13,34533.46,HealthPlus,Vadodara,Branch B,Priya,Paid
2025-01-12 00:00:00,INV-7064,Paracetamol 500mg,Syrup,B-12,2025-06-18,89,87.4,,Care Distributors,Vadodara,Branch B,Amit,Pending
2025-05-16 00:00:00,INV-1869,Ibuprofen 400mg,Tablet,B-29,2025-10-01,530,51.14,27104.2,ABC Pharma,Vadodara,Branch B,Priya,Partial
2025-05-12 00:00:00,INV-1309,Paracetamol 500mg,Capsule,B-28,2025-06-05,738,59.45,43874.1,Medico Supplies,Vadodara,Branch B,Amit,Partial
2025-10-16 00:00:00,INV-6503,Azithromycin 250mg,Tablet,B-29,2025-09-04,78,22.71,1771.38,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-02-06 00:00:00,INV-2331,Cough Syrup,Syrup,B-1,2025-10-10,680,60.04,40827.2,HealthPlus,Vadodara,Branch A,Amit,Paid
2025-01-07 00:00:00,INV-3489,Cough Syrup,Tablet,B-23,2025-09-23,991,40.44,40076.04,Medico Supplies,Vadodara,Branch B,Amit,Pending
2025-01-06 00:00:00,INV-2582,Ibuprofen 400mg,Tablet,B-23,2025-06-01,387,92.65,35855.55,Care Distributors,Vadodara,Branch B,Neha,
2025-10-03 00:00:00,INV-6678,Paracetamol 500mg,Capsule,B-40,2025-05-25,593,27.48,16295.64,ABC Pharma,Ahmedabad,Branch B,Priya,Paid
,INV-5252,Ibuprofen 400mg,Tablet,B-35,2025-08-07,3,44.74,134.22,HealthPlus,Vadodara,Branch B,Raj,Pending
2025-01-02 00:00:00,INV-7495,Ibuprofen 400mg,Tablet,B-24,2025-03-23,950,91.48,86906.0,HealthPlus,Ahmedabad,Branch B,Amit,
2025-11-12 00:00:00,INV-7992,Vitamin D Capsules,Capsule,B-16,2025-06-15,51,43.86,2236.86,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-11-09 00:00:00,INV-3287,Paracetamol 500mg,Capsule,B-1,2025-04-24,171,91.77,15692.67,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-09-28 00:00:00,INV-3397,Cough Syrup,Syrup,B-2,2025-05-23,645,1.76,1135.2,Care Distributors,Vadodara,Branch A,Priya,Pending
2025-07-01 00:00:00,INV-9032,Azithromycin 250mg,Capsule,B-46,2025-06-05,597,93.77,55980.689999999995,ABC Pharma,Ahmedabad,Branch B,Priya,Pending
2025-02-20 00:00:00,INV-3840,Cough Syrup,Capsule,B-11,2025-01-06,960,47.67,45763.200000000004,Medico Supplies,Vadodara,Branch B,Priya,Paid
2025-11-30 00:00:00,INV-9380,Azithromycin 250mg,Capsule,B-14,2025-10-05,781,21.31,16643.11,Medico Supplies,Ahmedabad,Branch A,Priya,Pending
2025-10-06 00:00:00,INV-5261,Vitamin D Capsules,Syrup,B-18,2025-04-16,422,6.93,2924.46,HealthPlus,Vadodara,Branch A,Raj,
2025-03-23 00:00:00,INV-8110,Ibuprofen 400mg,Capsule,B-8,2025-05-09,752,58.63,44089.76,ABC Pharma,Vadodara,Branch B,Neha,
,INV-9748,Ibuprofen 400mg,Tablet,B-49,2025-03-24,406,42.91,17421.46,Care Distributors,Ahmedabad,Branch A,Amit,Partial
2025-09-17 00:00:00,INV-2738,Ibuprofen 400mg,Capsule,B-3,2025-06-07,559,67.02,37464.18,Care Distributors,Vadodara,Branch A,Raj,Paid
,INV-7416,Cough Syrup,Tablet,B-2,2025-09-14,-887,31.55,27984.850000000002,ABC Pharma,Ahmedabad,Branch A,Neha,Paid
2025-12-16 00:00:00,INV-3966,Ibuprofen 400mg,Syrup,B-14,2025-10-21,983,32.47,31918.01,HealthPlus,Ahmedabad,Branch A,Priya,Paid
2025-04-13 00:00:00,INV-7337,Cough Syrup,Capsule,B-13,2025-04-26,501,19.89,9964.89,ABC Pharma,Ahmedabad,Branch A,Neha,
2025-12-09 00:00:00,INV-1096,Cough Syrup,Capsule,B-37,2025-06-25,570,68.6,39102.0,ABC Pharma,Ahmedabad,Branch A,Priya,
2025-08-02 00:00:00,INV-8650,Vitamin D Capsules,Tablet,B-32,2025-09-23,475,4.57,2170.75,ABC Pharma,Vadodara,Branch A,Amit,Partial
2025-02-22 00:00:00,INV-6690,Paracetamol 500mg,Tablet,B-45,2025-05-18,524,81.24,,ABC Pharma,Vadodara,Branch B,Amit,Pending
2025-01-21 00:00:00,INV-5968,Azithromycin 250mg,Tablet,B-16,2025-10-26,-468,31.33,14662.439999999999,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-05-26 00:00:00,INV-8119,Cough Syrup,Capsule,B-20,2025-12-12,163,48.2,7856.6,HealthPlus,Ahmedabad,Branch B,Amit,Pending
2025-04-08 00:00:00,INV-5858,Azithromycin 250mg,Capsule,B-37,2025-06-10,857,58.98,50545.86,Medico Supplies,Vadodara,Branch A,Neha,Paid
2025-12-12 00:00:00,INV-4735,Cough Syrup,Tablet,B-45,2025-10-31,499,70.64,35249.36,HealthPlus,Ahmedabad,Branch B,Priya,Partial
2025-02-21 00:00:00,INV-1248,Vitamin D Capsules,Tablet,B-17,2025-12-30,160,38.0,6080.0,Medico Supplies,Vadodara,Branch A,Priya,Paid
2025-05-23 00:00:00,INV-7218,Azithromycin 250mg,Tablet,B-3,2025-03-27,495,20.51,10152.45,HealthPlus,Ahmedabad,Branch A,Raj,Partial
2025-10-19 00:00:00,INV-8373,Cough Syrup,Syrup,B-28,2025-05-19,949,86.92,82487.08,HealthPlus,Vadodara,Branch B,Raj,
2025-02-08 00:00:00,INV-3573,Ibuprofen 400mg,Tablet,B-11,2025-02-13,427,49.0,20923.0,Care Distributors,Vadodara,Branch B,Amit,Paid
2025-01-22 00:00:00,INV-8728,Paracetamol 500mg,Tablet,B-32,2025-10-17,452,55.48,25076.96,HealthPlus,Ahmedabad,Branch B,Raj,Partial
2025-09-17 00:00:00,INV-6157,Vitamin D Capsules,Tablet,B-14,2025-09-04,5,97.5,487.5,HealthPlus,Vadodara,Branch A,Raj,Partial
2025-04-06 00:00:00,INV-8059,Azithromycin 250mg,Tablet,B-3,2026-01-01,724,1.44,1042.56,ABC Pharma,Vadodara,Branch A,Raj,Paid
2025-02-04 00:00:00,INV-9820,Cough Syrup,Tablet,B-11,2025-04-02,952,77.85,74113.2,HealthPlus,Vadodara,Branch B,Priya,Pending
2025-10-13 00:00:00,INV-1812,Paracetamol 500mg,Capsule,B-25,2025-05-11,823,1.4,1152.1999999999998,Care Distributors,Ahmedabad,Branch B,Neha,
